# timestamp tx ty tz qx qy qz qw
2.600000 1.316525 -0.067716 0.013928 -0.004853 0.000325 0.012163 0.999914
2.700000 1.416360 -0.063044 0.016483 -0.004913 0.001385 0.012012 0.999915
2.800000 1.516320 -0.061637 0.015604 -0.004556 0.002417 0.011645 0.999919
2.900000 1.616294 -0.059447 0.016065 -0.004511 0.002546 0.011455 0.999921
3.000000 1.716192 -0.056501 0.013745 -0.004789 0.001428 0.010951 0.999928
3.100000 1.815072 -0.054367 0.001167 -0.005668 -0.002344 0.010849 0.999922
3.200000 1.915045 -0.053786 0.000871 -0.005370 -0.003350 0.010526 0.999925
3.300000 2.014951 -0.055320 0.004356 -0.004467 -0.002852 0.010326 0.999933
3.400000 2.112698 -0.054105 0.022536 -0.000918 0.001121 0.010289 0.999946
3.500000 2.212578 -0.052684 0.026148 0.000266 0.002022 0.010365 0.999944
3.600000 2.311109 -0.062736 0.034479 0.005752 0.002219 0.010772 0.999923
3.700000 2.411052 -0.062563 0.033965 0.006074 0.000663 0.011304 0.999917
3.800000 2.510644 -0.057296 0.036020 0.005555 -0.002637 0.012403 0.999904
3.900000 2.532138 -0.049357 0.034701 0.005534 -0.002762 0.013451 0.999890
4.000000 2.632112 -0.047088 0.034738 0.005456 -0.002768 0.013354 0.999892
4.100000 2.731977 -0.041967 0.034997 0.005267 -0.002504 0.013518 0.999892
4.200000 2.831844 -0.037157 0.036823 0.005212 -0.002375 0.013677 0.999890
4.300000 2.931723 -0.032340 0.037442 0.005224 -0.002041 0.013811 0.999889
4.400000 3.030979 -0.026782 0.047832 0.004976 -0.000515 0.013815 0.999892
4.500000 3.058181 -0.021652 0.036957 0.002659 0.000121 0.013841 0.999901
4.600000 3.067612 -0.011910 0.035507 0.002342 0.000124 0.013905 0.999901
4.700000 3.167435 -0.006041 0.036305 0.002471 -0.000021 0.013863 0.999901
4.800000 3.267226 0.000225 0.035772 0.001839 -0.000398 0.013850 0.999902
4.900000 3.340256 0.009063 0.033206 0.002113 -0.000268 0.014414 0.999894
5.000000 3.440189 0.012323 0.034694 0.002355 -0.000075 0.014570 0.999891
5.100000 3.539922 0.019581 0.034783 0.002236 0.000251 0.014784 0.999888
5.200000 3.556390 0.033751 0.044955 0.000659 -0.001690 0.014837 0.999888
5.300000 3.591627 0.038454 0.039719 -0.000263 -0.003847 0.014997 0.999880
5.400000 3.691136 0.047773 0.043016 -0.000412 -0.004067 0.015085 0.999878
5.500000 3.791020 0.051720 0.044739 -0.000088 -0.003046 0.015119 0.999881
5.600000 3.890721 0.054987 0.051263 0.000660 -0.002024 0.015118 0.999883
5.700000 3.990685 0.056927 0.053119 0.000646 -0.001984 0.015038 0.999885
5.800000 4.090400 0.063475 0.055919 0.001862 -0.002219 0.015005 0.999883
5.900000 4.098620 0.070221 0.062338 0.003197 -0.002703 0.015216 0.999875
6.000000 4.197704 0.083023 0.058359 0.003643 -0.002220 0.015667 0.999868
6.100000 4.297195 0.085419 0.050943 0.005557 0.000334 0.015772 0.999860
6.200000 4.397148 0.087819 0.052748 0.005785 0.000575 0.015797 0.999858
6.300000 4.496959 0.093647 0.050898 0.005589 0.000855 0.015858 0.999858
6.400000 4.519645 0.100483 0.040873 0.005142 -0.000742 0.016062 0.999857
6.500000 4.615163 0.108981 0.068980 0.006998 -0.000578 0.016288 0.999843
6.600000 4.650938 0.113705 0.062868 0.005954 -0.002665 0.016365 0.999845
6.700000 4.750637 0.121323 0.062772 0.005268 -0.002607 0.016464 0.999847
6.800000 4.850176 0.129396 0.067738 0.004823 -0.002024 0.016565 0.999849
6.900000 4.950144 0.130924 0.069775 0.004809 -0.002018 0.016561 0.999849
7.000000 4.990431 0.159851 0.072343 0.004015 -0.001998 0.017276 0.999841
7.100000 4.951975 0.176108 0.072601 0.003639 -0.001695 0.017932 0.999831
7.200000 5.051944 0.174216 0.074223 0.003712 -0.001658 0.017773 0.999834
7.300000 5.146765 0.205674 0.078034 0.003709 -0.001285 0.018797 0.999816
7.400000 5.246555 0.199743 0.080581 0.003774 -0.001388 0.018540 0.999820
7.500000 5.346332 0.206288 0.081805 0.003690 -0.001191 0.018697 0.999818
7.600000 5.445767 0.216287 0.078820 0.003755 -0.000274 0.018965 0.999813
7.700000 5.541145 0.246215 0.077785 0.003316 0.000406 0.019935 0.999796
7.800000 5.527558 0.259000 0.074121 0.001306 -0.001420 0.020246 0.999793
7.900000 5.427874 0.252687 0.069529 0.001149 -0.002132 0.020137 0.999794
8.000000 5.463973 0.250891 0.079543 0.000832 -0.004510 0.020087 0.999788
8.100000 5.563787 0.245840 0.082940 0.000915 -0.004383 0.020011 0.999790
8.200000 5.663595 0.251273 0.085831 0.000757 -0.004073 0.020114 0.999789
8.300000 5.763412 0.256773 0.088330 0.000860 -0.003948 0.020257 0.999787
8.400000 5.829451 0.282216 0.095678 0.004075 -0.007072 0.020951 0.999747
8.500000 5.929400 0.284286 0.096858 0.003164 -0.006542 0.020935 0.999754
8.600000 5.879934 0.281667 0.101485 0.005503 -0.007949 0.021011 0.999733
8.700000 5.912497 0.271524 0.099621 0.005917 -0.007977 0.019324 0.999764
8.800000 6.012370 0.276039 0.101292 0.005431 -0.007685 0.019772 0.999760
8.900000 6.112341 0.278383 0.101876 0.005499 -0.007779 0.019797 0.999759
9.000000 6.212095 0.279964 0.108248 0.006279 -0.006839 0.019830 0.999760
9.100000 6.311841 0.281559 0.114839 0.007085 -0.006106 0.019885 0.999759
9.200000 6.411743 0.278377 0.115819 0.007592 -0.006224 0.018518 0.999780
9.300000 6.510715 0.286426 0.119616 0.009208 -0.006239 0.013158 0.999852
9.400000 6.610585 0.289880 0.120708 0.008179 -0.006036 0.014617 0.999841
9.500000 6.610814 0.275670 0.122659 0.008292 -0.006192 0.004720 0.999935
9.600000 6.710588 0.276503 0.126448 0.008396 -0.006164 0.001976 0.999944
9.700000 6.810293 0.280185 0.129979 0.008454 -0.006209 -0.000885 0.999945
9.800000 6.910010 0.282107 0.134004 0.008553 -0.006303 -0.003914 0.999936
9.900000 7.007437 0.292788 0.137655 0.008711 -0.006069 -0.013662 0.999850
10.000000 7.102364 0.320299 0.139924 0.008581 -0.005807 -0.021185 0.999722
10.100000 7.178189 0.384142 0.142769 0.008549 -0.005647 -0.027636 0.999566
10.200000 7.266239 0.420346 0.145277 0.008616 -0.005476 -0.042875 0.999028
10.300000 7.257254 0.519688 0.145900 0.008527 -0.005477 -0.046404 0.998871
10.400000 7.193711 0.596130 0.147942 0.009165 -0.005209 -0.051711 0.998607
10.500000 7.288626 0.568516 0.143244 0.008275 -0.005384 -0.058829 0.998219
10.600000 7.277462 0.640651 0.128938 0.007227 -0.005768 -0.071794 0.997377
10.700000 7.306150 0.545833 0.129998 0.007638 -0.005906 -0.078568 0.996862
10.800000 7.347024 0.455455 0.128153 0.007596 -0.005870 -0.084826 0.996350
10.900000 7.331492 0.359098 0.126714 0.007639 -0.005120 -0.095619 0.995376
11.000000 7.250664 0.303433 0.119743 0.007106 -0.004453 -0.104474 0.994492
11.100000 7.154716 0.315626 0.115930 0.007331 -0.004133 -0.116949 0.993102
11.200000 7.112425 0.316875 0.113386 0.007737 -0.004006 -0.130960 0.991349
11.300000 7.041603 0.248099 0.110417 0.008508 -0.003938 -0.138680 0.990293
11.400000 6.956307 0.296683 0.108495 0.009032 -0.003624 -0.148055 0.988931
11.500000 6.858703 0.280603 0.102485 0.008637 -0.003535 -0.154653 0.987925
11.600000 6.928514 0.209027 0.101421 0.008105 -0.003687 -0.155151 0.987851
11.700000 6.904782 0.112544 0.094401 0.008960 -0.003857 -0.159440 0.987160
11.800000 6.862807 0.022168 0.086430 0.009307 -0.003313 -0.160561 0.986977
11.900000 6.857821 -0.077499 0.084266 0.009913 -0.003020 -0.163480 0.986492
12.000000 6.840485 -0.175861 0.082861 0.010268 -0.002855 -0.165779 0.986105
12.100000 6.832445 -0.274022 0.066696 0.009772 -0.002225 -0.168740 0.985610
12.200000 6.856245 -0.287680 0.064335 0.006290 -0.003335 -0.169801 0.985453
12.300000 6.924146 -0.360921 0.064463 0.006307 -0.003286 -0.172278 0.985023
12.400000 7.008591 -0.411512 0.074704 0.005047 -0.002339 -0.179147 0.983807
12.500000 7.100802 -0.449077 0.082265 0.004695 -0.002236 -0.181768 0.983328
12.600000 7.197447 -0.472160 0.090292 0.004031 -0.002803 -0.185556 0.982621
12.700000 7.292288 -0.503609 0.088223 0.003558 -0.002686 -0.187184 0.982315
12.800000 7.384908 -0.541186 0.088143 0.003835 -0.002298 -0.188621 0.982040
12.900000 7.478171 -0.577099 0.088597 0.003983 -0.002299 -0.190317 0.981712
13.000000 7.572719 -0.609561 0.089374 0.004098 -0.002347 -0.191533 0.981475
13.100000 7.667309 -0.641578 0.089997 0.004143 -0.002382 -0.194098 0.980971
13.200000 7.764368 -0.663667 0.091693 0.003865 -0.002167 -0.198702 0.980050
13.300000 7.853268 -0.709402 0.091941 0.003945 -0.002115 -0.197589 0.980275
13.400000 7.922535 -0.781346 0.090806 0.004248 -0.002101 -0.195163 0.980759
13.500000 8.016438 -0.815726 0.091018 0.004271 -0.002053 -0.195399 0.980712
13.600000 8.106533 -0.858879 0.089927 0.004162 -0.002003 -0.193238 0.981141
13.700000 8.193660 -0.907757 0.090976 0.004634 -0.001902 -0.191161 0.981546
13.800000 8.177428 -0.915942 0.090946 0.004495 -0.001928 -0.192663 0.981253
13.900000 8.275075 -0.937410 0.091582 0.004421 -0.001935 -0.191716 0.981439
14.000000 8.368135 -0.973991 0.092815 0.004311 -0.001901 -0.191851 0.981413
14.100000 8.450535 -1.030608 0.094188 0.005139 -0.001841 -0.192058 0.981369
14.200000 8.537482 -1.079979 0.095062 0.005517 -0.001756 -0.191518 0.981472
14.300000 8.598533 -1.158960 0.095937 0.005563 -0.001673 -0.188655 0.982026
14.400000 8.646718 -1.246106 0.096168 0.005678 -0.001575 -0.184160 0.982879
14.500000 8.738636 -1.285457 0.097005 0.005637 -0.001479 -0.183513 0.983000
14.600000 8.830021 -1.326030 0.097999 0.005662 -0.001373 -0.182866 0.983121
14.700000 8.920706 -1.368120 0.098779 0.005626 -0.001261 -0.181907 0.983299
14.800000 9.011199 -1.410558 0.099118 0.005486 -0.001133 -0.180357 0.983585
14.900000 9.097422 -1.460759 0.100585 0.005474 -0.000985 -0.177123 0.984173
15.000000 9.108845 -1.483174 0.101895 0.005621 -0.000886 -0.173584 0.984803
15.100000 9.202834 -1.517260 0.103144 0.005512 -0.000965 -0.172802 0.984941
15.200000 9.297985 -1.546949 0.096231 0.003953 -0.002291 -0.172564 0.984988
15.300000 9.392988 -1.578091 0.098178 0.003606 -0.002435 -0.172296 0.985036
15.400000 9.487194 -1.611628 0.098765 0.003585 -0.002421 -0.172460 0.985007
15.500000 9.582042 -1.643284 0.100047 0.003582 -0.002360 -0.172341 0.985028
15.600000 9.676440 -1.676253 0.101467 0.003618 -0.002314 -0.172143 0.985063
15.700000 9.769458 -1.712952 0.102018 0.003682 -0.002382 -0.172482 0.985003
15.800000 9.864072 -1.745276 0.103729 0.003669 -0.002309 -0.172176 0.985057
15.900000 9.958234 -1.778941 0.104159 0.003738 -0.002309 -0.172107 0.985069
16.000000 10.050695 -1.817020 0.104034 0.004052 -0.002303 -0.172479 0.985002
16.100000 10.149779 -1.829920 0.107425 0.003408 -0.001950 -0.171760 0.985131
16.200000 10.243959 -1.863528 0.108321 0.003428 -0.001960 -0.171722 0.985138
16.300000 10.339442 -1.893135 0.110690 0.003306 -0.001611 -0.171931 0.985102
16.400000 10.434501 -1.924138 0.112196 0.003296 -0.001524 -0.172206 0.985054
16.500000 10.532381 -1.942361 0.117140 0.002930 -0.001163 -0.176084 0.984370
16.600000 10.624877 -1.980333 0.118708 0.003019 -0.001082 -0.176056 0.984375
16.700000 10.724375 -1.986366 0.119755 0.003169 -0.000997 -0.179947 0.983671
16.800000 10.820211 -2.014751 0.120655 0.003256 -0.000953 -0.181416 0.983401
16.900000 10.914309 -2.048542 0.121748 0.003302 -0.000924 -0.182218 0.983252
17.000000 11.009141 -2.080149 0.122993 0.003365 -0.000837 -0.183439 0.983025
17.100000 11.027515 -2.065654 0.122966 0.003625 -0.000840 -0.186819 0.982388
17.200000 11.023854 -2.055260 0.122941 0.003769 -0.000863 -0.189271 0.981917
17.300000 10.975402 -2.049776 0.121707 0.003851 -0.000933 -0.191197 0.981544
17.400000 11.070661 -2.080152 0.123362 0.003760 -0.000835 -0.191020 0.981579
17.500000 11.164643 -2.114285 0.124560 0.003735 -0.000769 -0.191507 0.981484
17.600000 11.174577 -2.146142 0.124722 0.003809 -0.000780 -0.193863 0.981021
17.700000 11.193582 -2.185907 0.125045 0.003710 -0.000720 -0.196351 0.980527
17.800000 11.290821 -2.209186 0.126529 0.003564 -0.000703 -0.196035 0.980590
17.900000 11.384674 -2.243641 0.128418 0.003286 -0.000758 -0.196396 0.980519
18.000000 11.475453 -2.285518 0.130683 0.003382 -0.000630 -0.196657 0.980466
18.100000 11.566586 -2.326631 0.132797 0.003270 -0.000617 -0.196762 0.980446
18.200000 11.658705 -2.365405 0.135947 0.003028 -0.000649 -0.196413 0.980517
18.300000 11.643172 -2.355460 0.135694 0.003044 -0.000699 -0.195556 0.980688
18.400000 11.739829 -2.380907 0.137090 0.003092 -0.000617 -0.196931 0.980413
18.500000 11.836501 -2.406228 0.139898 0.003218 -0.000594 -0.198077 0.980181
18.600000 11.918508 -2.463369 0.142864 0.003102 -0.000373 -0.197650 0.980268
18.700000 12.005842 -2.511889 0.146147 0.003068 -0.000249 -0.199010 0.979993
18.800000 11.931532 -2.446068 0.142769 0.003115 -0.000323 -0.193331 0.981129
18.900000 12.022468 -2.487488 0.144073 0.003159 -0.000316 -0.191540 0.981480
19.000000 12.054377 -2.473819 0.143849 0.003155 -0.000295 -0.186983 0.982358
19.100000 12.152771 -2.490540 0.145747 0.003214 -0.000131 -0.184064 0.982909
19.200000 12.149664 -2.486698 0.145599 0.003211 -0.000113 -0.183695 0.982978
19.300000 12.249575 -2.482614 0.146569 0.003321 -0.000021 -0.183690 0.982979
19.400000 12.345704 -2.509407 0.147302 0.003277 0.000046 -0.180548 0.983561
19.500000 12.380143 -2.602890 0.146091 0.003192 -0.000050 -0.176334 0.984325
19.600000 12.478851 -2.599896 0.147450 0.003049 -0.000021 -0.168612 0.985678
19.700000 12.577530 -2.597442 0.149197 0.002845 0.000078 -0.160765 0.986989
19.800000 12.676032 -2.608792 0.150069 0.002725 -0.000056 -0.154372 0.988009
19.900000 12.775046 -2.617655 0.151588 0.002481 0.000169 -0.149073 0.988823
20.000000 12.874243 -2.623797 0.153275 0.002266 0.000433 -0.143682 0.989621
20.100000 12.972844 -2.635443 0.154461 0.002235 0.000488 -0.137806 0.990457
20.200000 13.054694 -2.582789 0.157425 0.002855 -0.000044 -0.126541 0.991958
20.300000 13.027627 -2.563435 0.159324 0.004454 -0.001972 -0.127589 0.991815
20.400000 12.983070 -2.564867 0.162048 0.005805 -0.003702 -0.129926 0.991500
20.500000 13.071708 -2.531711 0.159069 0.004989 -0.005728 -0.114107 0.993440
20.600000 12.977434 -2.502723 0.157824 0.004927 -0.005640 -0.105935 0.994345
20.700000 12.919577 -2.423287 0.157730 0.004851 -0.005691 -0.096730 0.995283
20.800000 12.825323 -2.421816 0.154792 0.004493 -0.005536 -0.080177 0.996755
20.900000 12.890380 -2.496374 0.167793 0.005334 -0.004249 -0.077435 0.996974
21.000000 12.955171 -2.572197 0.173983 0.005935 -0.003410 -0.075827 0.997098
21.100000 12.958697 -2.601180 0.175065 0.006023 -0.003330 -0.076558 0.997042
21.200000 13.052903 -2.567756 0.176786 0.006043 -0.002603 -0.077421 0.996977
21.300000 13.049228 -2.467976 0.174027 0.005915 -0.002745 -0.075044 0.997159
21.400000 13.148336 -2.477017 0.177691 0.005512 -0.002471 -0.070539 0.997491
21.500000 13.247959 -2.484834 0.179251 0.005098 -0.002338 -0.072180 0.997376
21.600000 13.280855 -2.485632 0.175622 0.004177 -0.002591 -0.075818 0.997110
21.700000 13.264214 -2.489564 0.181044 0.004560 -0.002383 -0.070046 0.997531
21.800000 13.328642 -2.413468 0.181293 0.003879 -0.002536 -0.066297 0.997789
21.900000 13.323543 -2.392817 0.181248 0.003882 -0.002533 -0.066626 0.997768
22.000000 13.422601 -2.406094 0.184138 0.003962 -0.002475 -0.065792 0.997823
22.100000 13.522111 -2.408969 0.192949 0.005019 -0.002334 -0.064444 0.997906
22.200000 13.484695 -2.386088 0.192184 0.005024 -0.002340 -0.063706 0.997954
22.300000 13.583323 -2.401531 0.187744 0.003323 -0.003167 -0.063621 0.997964
22.400000 13.682658 -2.412994 0.188753 0.003309 -0.003035 -0.063826 0.997951
22.500000 13.781660 -2.427036 0.189915 0.003272 -0.002986 -0.063900 0.997947
22.600000 13.880610 -2.441341 0.191735 0.003063 -0.003413 -0.063945 0.997943
22.700000 13.979470 -2.456347 0.192465 0.002868 -0.003565 -0.063467 0.997974
22.800000 14.078540 -2.469939 0.192240 0.002963 -0.003532 -0.063199 0.997991
22.900000 14.177677 -2.483040 0.192128 0.003114 -0.003619 -0.063324 0.997982
23.000000 14.276098 -2.496728 0.201891 0.004447 -0.001194 -0.063372 0.997980
23.100000 14.375331 -2.509078 0.202423 0.004396 -0.001306 -0.063340 0.997982
23.200000 14.474910 -2.516535 0.204153 0.005707 0.000664 -0.062491 0.998029
23.300000 14.574169 -2.528658 0.204975 0.005739 0.000657 -0.062588 0.998023
23.400000 14.673468 -2.540441 0.205848 0.005992 0.000582 -0.062600 0.998021
23.500000 14.772790 -2.551787 0.208306 0.005774 0.000737 -0.062586 0.998023
23.600000 14.872217 -2.562454 0.207683 0.005922 0.000587 -0.062551 0.998024
23.700000 14.971649 -2.573095 0.207762 0.005886 0.000653 -0.062415 0.998033
23.800000 15.070843 -2.585359 0.207431 0.005472 0.002120 -0.062019 0.998058
23.900000 15.170034 -2.597867 0.207606 0.006060 0.001205 -0.061902 0.998063
24.000000 15.269393 -2.606842 0.209935 0.005041 0.004269 -0.061811 0.998066
24.100000 15.368881 -2.616809 0.210287 0.004309 0.004328 -0.061428 0.998093
24.200000 15.350450 -2.613448 0.194766 0.002827 0.003401 -0.061510 0.998097
24.300000 15.397017 -2.618664 0.186173 0.001750 0.005054 -0.060441 0.998158
24.400000 15.378659 -2.620965 0.186491 0.001692 0.005372 -0.058492 0.998272
24.500000 15.478358 -2.626998 0.185901 0.002136 0.005529 -0.056120 0.998407
24.600000 15.577407 -2.640528 0.186616 0.002470 0.005736 -0.054990 0.998468
24.700000 15.676960 -2.649765 0.187740 0.002993 0.006243 -0.054676 0.998480
24.800000 15.776245 -2.661590 0.186657 0.003457 0.006616 -0.054539 0.998484
24.900000 15.875567 -2.673196 0.186053 0.003593 0.006705 -0.054511 0.998484
25.000000 15.975116 -2.682528 0.184399 0.003593 0.006913 -0.054456 0.998486
25.100000 16.075019 -2.685311 0.184079 0.001943 0.006587 -0.054655 0.998482
25.200000 16.174869 -2.688519 0.181877 0.000201 0.005774 -0.054883 0.998476
25.300000 16.274588 -2.695719 0.182057 -0.000801 0.005739 -0.055051 0.998467
25.400000 16.374388 -2.692791 0.181072 -0.001197 0.005831 -0.057775 0.998312
25.500000 16.474151 -2.698469 0.181026 -0.001277 0.005934 -0.059710 0.998198
25.600000 16.572514 -2.714860 0.181581 -0.001463 0.006003 -0.063432 0.997967
25.700000 16.671493 -2.728939 0.182476 -0.001377 0.005916 -0.064441 0.997903
25.800000 16.770578 -2.742180 0.185015 -0.001065 0.006124 -0.064455 0.997902
25.900000 16.868069 -2.764038 0.186788 0.000835 0.006120 -0.064634 0.997890
26.000000 16.966820 -2.779718 0.187997 0.001041 0.006168 -0.065034 0.997864
26.100000 17.065829 -2.793637 0.187779 0.000364 0.006724 -0.065317 0.997842
26.200000 16.967440 -2.776859 0.190144 -0.000668 0.009360 -0.065007 0.997841
26.300000 17.066390 -2.789514 0.183764 -0.001723 0.010293 -0.065227 0.997816
26.400000 17.164360 -2.807489 0.186613 -0.001342 0.006123 -0.065595 0.997827
26.500000 17.072197 -2.790939 0.221443 -0.001540 0.003962 -0.065354 0.997853
26.600000 16.975626 -2.775258 0.241603 -0.001129 0.001665 -0.065345 0.997861
26.700000 16.878039 -2.755494 0.246432 -0.000756 0.005610 -0.065345 0.997847
26.800000 16.785357 -2.739051 0.279136 -0.002437 0.009444 -0.065317 0.997817
26.900000 16.863766 -2.752877 0.339003 0.000815 0.012382 -0.065199 0.997795
27.000000 16.962768 -2.764834 0.333131 -0.000979 0.010941 -0.065210 0.997811
27.100000 16.922947 -2.760788 0.366158 -0.000400 0.009613 -0.065256 0.997822
27.200000 17.020514 -2.777261 0.380305 0.001094 0.009834 -0.065177 0.997825
27.300000 17.119656 -2.790265 0.378987 0.001273 0.009824 -0.065128 0.997828
27.400000 17.216609 -2.814610 0.380779 0.001760 0.010109 -0.064273 0.997880
27.500000 17.314061 -2.836914 0.379558 0.001705 0.010085 -0.063263 0.997945
27.600000 17.304651 -2.846308 0.379014 0.001860 0.010188 -0.062607 0.997985
27.700000 17.401839 -2.867008 0.388724 -0.000485 0.010216 -0.061044 0.998083
27.800000 17.501277 -2.874878 0.384581 -0.003349 0.010254 -0.060838 0.998090
27.900000 17.600548 -2.886597 0.386982 -0.003743 0.010877 -0.060797 0.998084
28.000000 17.699498 -2.900935 0.387818 -0.003418 0.011617 -0.060809 0.998076
28.100000 17.797905 -2.918526 0.390248 -0.003077 0.011799 -0.060931 0.998068
28.200000 17.896843 -2.933040 0.390166 -0.002823 0.011505 -0.060876 0.998075
28.300000 17.994390 -2.953457 0.397047 -0.001327 0.010105 -0.059918 0.998152
28.400000 18.092503 -2.972645 0.395629 -0.001154 0.010014 -0.058999 0.998207
28.500000 18.092729 -2.970728 0.388943 -0.001415 0.012246 -0.059073 0.998178
28.600000 18.190982 -2.986003 0.399239 -0.001006 0.011183 -0.058411 0.998230
28.700000 18.289643 -3.001902 0.395766 -0.001354 0.010786 -0.058537 0.998226
28.800000 18.388275 -3.012530 0.383583 -0.002780 0.011486 -0.058268 0.998231
28.900000 18.352138 -3.006427 0.373403 -0.004487 0.010728 -0.058379 0.998227
29.000000 18.449046 -3.027230 0.365549 0.000812 0.010747 -0.057677 0.998277
29.100000 18.546034 -3.045935 0.380579 0.002812 0.010961 -0.057066 0.998307
29.200000 18.643827 -3.066712 0.379344 0.002939 0.011067 -0.056171 0.998356
29.300000 18.742984 -3.077150 0.373081 0.000968 0.011772 -0.055419 0.998394
29.400000 18.842268 -3.088694 0.370296 0.000659 0.011679 -0.054864 0.998426
29.500000 18.940144 -3.108150 0.367678 0.001558 0.013111 -0.052447 0.998537
29.600000 19.038366 -3.126709 0.367182 0.001756 0.012825 -0.051106 0.998610
29.700000 19.137608 -3.138778 0.368402 0.001915 0.013292 -0.050228 0.998648
29.800000 19.236495 -3.145963 0.355731 0.001583 0.011941 -0.049652 0.998694
29.900000 19.217724 -3.145575 0.366038 0.001246 0.014703 -0.049768 0.998652
